AlbumId,AlbumTitle,ArtistId,ArtistName,TrackId,TrackName,MediaTypeId,GenreId,Composer,Milliseconds,Bytes,TrackUnitPrice,PlaylistId,MediaTypeName,GenreName,InvoiceLineId,InvoiceId,Quantity,CustomerId,InvoiceDate,BillingAddress,BillingCity,BillingState,BillingCountry,BillingPostalCode,Total,CustomersFirstName,CustomerLastName,Company,CustomersPhone,CustomersFax,CustomersEmail,EmployeeId,EmployeeLastName,EmployeeFirstName,EmployeeTitle,ReportsTo,BirthDate,HireDate,EmployeeAddress,EmployeeCity,EmployeePostalCode,Phone,Fax,Email
344,Schubert: The Late String Quartets & String Quintet (3 CD's),272,Emerson String Quartet,3500,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",2,24,Franz Schubert,139200,2283131,0.99,8,Protected AAC audio file,Classical,578,108,1,47,2010-04-13 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
344,Schubert: The Late String Quartets & String Quintet (3 CD's),272,Emerson String Quartet,3500,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",2,24,Franz Schubert,139200,2283131,0.99,12,Protected AAC audio file,Classical,578,108,1,47,2010-04-13 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
344,Schubert: The Late String Quartets & String Quintet (3 CD's),272,Emerson String Quartet,3500,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",2,24,Franz Schubert,139200,2283131,0.99,13,Protected AAC audio file,Classical,578,108,1,47,2010-04-13 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
340,Liszt - 12 Études D'Execution Transcendante,269,Michele Campanella,3496,"Étude 1, In C Major - Preludio (Presto) - Liszt",4,24,,51780,2229617,0.99,1,Purchased AAC audio file,Classical,577,108,1,47,2010-04-13 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
340,Liszt - 12 Études D'Execution Transcendante,269,Michele Campanella,3496,"Étude 1, In C Major - Preludio (Presto) - Liszt",4,24,,51780,2229617,0.99,8,Purchased AAC audio file,Classical,577,108,1,47,2010-04-13 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
340,Liszt - 12 Études D'Execution Transcendante,269,Michele Campanella,3496,"Étude 1, In C Major - Preludio (Presto) - Liszt",4,24,,51780,2229617,0.99,12,Purchased AAC audio file,Classical,577,108,1,47,2010-04-13 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
340,Liszt - 12 Études D'Execution Transcendante,269,Michele Campanella,3496,"Étude 1, In C Major - Preludio (Presto) - Liszt",4,24,,51780,2229617,0.99,13,Purchased AAC audio file,Classical,577,108,1,47,2010-04-13 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
186,News Of The World,51,Queen,2276,Fight From The Inside,1,1,Taylor,184737,6078001,0.99,1,MPEG audio file,Rock,1521,281,1,47,2012-05-25 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,1.98,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
186,News Of The World,51,Queen,2276,Fight From The Inside,1,1,Taylor,184737,6078001,0.99,8,MPEG audio file,Rock,1521,281,1,47,2012-05-25 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,1.98,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
186,News Of The World,51,Queen,2278,Sleep On The Sidewalk,1,1,May,187428,6099840,0.99,1,MPEG audio file,Rock,1522,281,1,47,2012-05-25 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,1.98,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
186,News Of The World,51,Queen,2278,Sleep On The Sidewalk,1,1,May,187428,6099840,0.99,8,MPEG audio file,Rock,1522,281,1,47,2012-05-25 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,1.98,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
76,King For A Day Fool For A Lifetime,82,Faith No More,949,Get Out,1,1,"Mike Bordin, Billy Gould, Mike Patton",137482,4524972,0.99,1,MPEG audio file,Rock,1883,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
76,King For A Day Fool For A Lifetime,82,Faith No More,949,Get Out,1,1,"Mike Bordin, Billy Gould, Mike Patton",137482,4524972,0.99,5,MPEG audio file,Rock,1883,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
76,King For A Day Fool For A Lifetime,82,Faith No More,949,Get Out,1,1,"Mike Bordin, Billy Gould, Mike Patton",137482,4524972,0.99,8,MPEG audio file,Rock,1883,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
74,Album Of The Year,82,Faith No More,925,Last Cup Of Sorrow,1,4,Bill Gould/Mike Patton,251663,8221247,0.99,1,MPEG audio file,Alternative & Punk,1879,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
74,Album Of The Year,82,Faith No More,925,Last Cup Of Sorrow,1,4,Bill Gould/Mike Patton,251663,8221247,0.99,5,MPEG audio file,Alternative & Punk,1879,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
74,Album Of The Year,82,Faith No More,925,Last Cup Of Sorrow,1,4,Bill Gould/Mike Patton,251663,8221247,0.99,8,MPEG audio file,Alternative & Punk,1879,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
74,Album Of The Year,82,Faith No More,931,Got That Feeling,1,4,Mike Patton,140852,4643227,0.99,1,MPEG audio file,Alternative & Punk,1880,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
74,Album Of The Year,82,Faith No More,931,Got That Feeling,1,4,Mike Patton,140852,4643227,0.99,5,MPEG audio file,Alternative & Punk,1880,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
74,Album Of The Year,82,Faith No More,931,Got That Feeling,1,4,Mike Patton,140852,4643227,0.99,8,MPEG audio file,Alternative & Punk,1880,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
75,Angel Dust,82,Faith No More,937,Midlife Crisis,1,4,,263235,8628841,0.99,1,MPEG audio file,Alternative & Punk,1881,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
75,Angel Dust,82,Faith No More,937,Midlife Crisis,1,4,,263235,8628841,0.99,5,MPEG audio file,Alternative & Punk,1881,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
75,Angel Dust,82,Faith No More,937,Midlife Crisis,1,4,,263235,8628841,0.99,8,MPEG audio file,Alternative & Punk,1881,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
75,Angel Dust,82,Faith No More,943,Be Aggressive,1,4,,222432,7298027,0.99,1,MPEG audio file,Alternative & Punk,1882,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
75,Angel Dust,82,Faith No More,943,Be Aggressive,1,4,,222432,7298027,0.99,5,MPEG audio file,Alternative & Punk,1882,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
75,Angel Dust,82,Faith No More,943,Be Aggressive,1,4,,222432,7298027,0.99,8,MPEG audio file,Alternative & Punk,1882,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
72,The Cream Of Clapton,81,Eric Clapton,901,After Midnight,1,6,Clapton/J. J. Cale,191320,6460941,0.99,1,MPEG audio file,Blues,1875,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
72,The Cream Of Clapton,81,Eric Clapton,901,After Midnight,1,6,Clapton/J. J. Cale,191320,6460941,0.99,5,MPEG audio file,Blues,1875,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
72,The Cream Of Clapton,81,Eric Clapton,901,After Midnight,1,6,Clapton/J. J. Cale,191320,6460941,0.99,8,MPEG audio file,Blues,1875,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
72,The Cream Of Clapton,81,Eric Clapton,907,Promises,1,6,Clapton/F.eldman/Linn,180401,6006154,0.99,1,MPEG audio file,Blues,1876,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
72,The Cream Of Clapton,81,Eric Clapton,907,Promises,1,6,Clapton/F.eldman/Linn,180401,6006154,0.99,5,MPEG audio file,Blues,1876,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
72,The Cream Of Clapton,81,Eric Clapton,907,Promises,1,6,Clapton/F.eldman/Linn,180401,6006154,0.99,8,MPEG audio file,Blues,1876,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
73,Unplugged,81,Eric Clapton,913,Lonely Stranger,1,6,Eric Clapton,328724,10894406,0.99,1,MPEG audio file,Blues,1877,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
73,Unplugged,81,Eric Clapton,913,Lonely Stranger,1,6,Eric Clapton,328724,10894406,0.99,5,MPEG audio file,Blues,1877,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
73,Unplugged,81,Eric Clapton,913,Lonely Stranger,1,6,Eric Clapton,328724,10894406,0.99,8,MPEG audio file,Blues,1877,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
73,Unplugged,81,Eric Clapton,919,San Francisco Bay Blues,1,6,Jesse Fuller,203363,6724021,0.99,1,MPEG audio file,Blues,1878,347,1,47,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,Lucas,Mancini,,+39 06 39733434,,lucas.mancini@yahoo.it,5,Johnson,Steve,Sales Support Agent,2.0,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
